,Images,Kills,Deaths
0,vod_data/01.04.2019+SF+vs+DAL+RIALTO/15.jpg,"['baptiste', 0.4401569366455078]","['baptiste', 0.4401569366455078]"
1,vod_data/01.04.2019+SF+vs+DAL+RIALTO/30.jpg,"['baptiste', 0.4401569366455078]","['baptiste', 0.4401569366455078]"
2,vod_data/01.04.2019+SF+vs+DAL+RIALTO/45.jpg,"['baptiste', 0.36980098485946655]","['baptiste', 0.36980098485946655]"
3,vod_data/01.04.2019+SF+vs+DAL+RIALTO/60.jpg,"['zarya', 0.7606945037841797]","['zarya', 0.7606945037841797]"
4,vod_data/01.04.2019+SF+vs+DAL+RIALTO/75.jpg,"['zarya', 0.9156412482261658]","['zarya', 0.9156412482261658]"
5,vod_data/01.04.2019+SF+vs+DAL+RIALTO/90.jpg,"['zarya', 0.9183064103126526]","['zarya', 0.9183064103126526]"
6,vod_data/01.04.2019+SF+vs+DAL+RIALTO/105.jpg,"['zarya', 0.9245303869247437]","['zarya', 0.9245303869247437]"
7,vod_data/01.04.2019+SF+vs+DAL+RIALTO/120.jpg,"['zarya', 0.9230380654335022]","['zarya', 0.9230380654335022]"
8,vod_data/01.04.2019+SF+vs+DAL+RIALTO/135.jpg,"['zarya', 0.918502688407898]","['zarya', 0.918502688407898]"
9,vod_data/01.04.2019+SF+vs+DAL+RIALTO/150.jpg,"['zarya', 0.9172467589378357]","['zarya', 0.9172467589378357]"
10,vod_data/01.04.2019+SF+vs+DAL+RIALTO/165.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
11,vod_data/01.04.2019+SF+vs+DAL+RIALTO/180.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
12,vod_data/01.04.2019+SF+vs+DAL+RIALTO/195.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
13,vod_data/01.04.2019+SF+vs+DAL+RIALTO/210.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
14,vod_data/01.04.2019+SF+vs+DAL+RIALTO/225.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
15,vod_data/01.04.2019+SF+vs+DAL+RIALTO/240.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
16,vod_data/01.04.2019+SF+vs+DAL+RIALTO/255.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
17,vod_data/01.04.2019+SF+vs+DAL+RIALTO/270.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
18,vod_data/01.04.2019+SF+vs+DAL+RIALTO/285.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
19,vod_data/01.04.2019+SF+vs+DAL+RIALTO/300.jpg,"['zarya', 0.9189878106117249]","['zarya', 0.9189878106117249]"
20,vod_data/01.04.2019+SF+vs+DAL+RIALTO/315.jpg,"['zarya', 0.9191154837608337]","['zarya', 0.9191154837608337]"
21,vod_data/01.04.2019+SF+vs+DAL+RIALTO/330.jpg,"['zarya', 0.9187511801719666]","['zarya', 0.9187511801719666]"
22,vod_data/01.04.2019+SF+vs+DAL+RIALTO/345.jpg,"['zarya', 0.9187511801719666]","['zarya', 0.9187511801719666]"
23,vod_data/01.04.2019+SF+vs+DAL+RIALTO/360.jpg,"['zarya', 0.9190047383308411]","['zarya', 0.9190047383308411]"
24,vod_data/01.04.2019+SF+vs+DAL+RIALTO/375.jpg,"['zarya', 0.9191318154335022]","['zarya', 0.9191318154335022]"
25,vod_data/01.04.2019+SF+vs+DAL+RIALTO/390.jpg,"['zarya', 0.9187675714492798]","['zarya', 0.9187675714492798]"
26,vod_data/01.04.2019+SF+vs+DAL+RIALTO/405.jpg,"['zarya', 0.920788586139679]","['zarya', 0.920788586139679]"
27,vod_data/01.04.2019+SF+vs+DAL+RIALTO/420.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
28,vod_data/01.04.2019+SF+vs+DAL+RIALTO/435.jpg,"['zarya', 0.920935869216919]","['zarya', 0.920935869216919]"
29,vod_data/01.04.2019+SF+vs+DAL+RIALTO/450.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
30,vod_data/01.04.2019+SF+vs+DAL+RIALTO/465.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
31,vod_data/01.04.2019+SF+vs+DAL+RIALTO/480.jpg,"['zarya', 0.9209818840026855]","['zarya', 0.9209818840026855]"
32,vod_data/01.04.2019+SF+vs+DAL+RIALTO/495.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
33,vod_data/01.04.2019+SF+vs+DAL+RIALTO/510.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
34,vod_data/01.04.2019+SF+vs+DAL+RIALTO/525.jpg,"['zarya', 0.9209818840026855]","['zarya', 0.9209818840026855]"
35,vod_data/01.04.2019+SF+vs+DAL+RIALTO/540.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
36,vod_data/01.04.2019+SF+vs+DAL+RIALTO/555.jpg,"['zarya', 0.920935869216919]","['zarya', 0.920935869216919]"
37,vod_data/01.04.2019+SF+vs+DAL+RIALTO/570.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
38,vod_data/01.04.2019+SF+vs+DAL+RIALTO/585.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
39,vod_data/01.04.2019+SF+vs+DAL+RIALTO/600.jpg,"['zarya', 0.9209818840026855]","['zarya', 0.9209818840026855]"
40,vod_data/01.04.2019+SF+vs+DAL+RIALTO/615.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
41,vod_data/01.04.2019+SF+vs+DAL+RIALTO/630.jpg,"['zarya', 0.9208133816719055]","['zarya', 0.9208133816719055]"
42,vod_data/01.04.2019+SF+vs+DAL+RIALTO/645.jpg,"['zarya', 0.9209818840026855]","['zarya', 0.9209818840026855]"
43,vod_data/01.04.2019+SF+vs+DAL+RIALTO/660.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
44,vod_data/01.04.2019+SF+vs+DAL+RIALTO/675.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
45,vod_data/01.04.2019+SF+vs+DAL+RIALTO/690.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
46,vod_data/01.04.2019+SF+vs+DAL+RIALTO/705.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
47,vod_data/01.04.2019+SF+vs+DAL+RIALTO/720.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
48,vod_data/01.04.2019+SF+vs+DAL+RIALTO/735.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
49,vod_data/01.04.2019+SF+vs+DAL+RIALTO/750.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
50,vod_data/01.04.2019+SF+vs+DAL+RIALTO/765.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
51,vod_data/01.04.2019+SF+vs+DAL+RIALTO/780.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
52,vod_data/01.04.2019+SF+vs+DAL+RIALTO/795.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
53,vod_data/01.04.2019+SF+vs+DAL+RIALTO/810.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
54,vod_data/01.04.2019+SF+vs+DAL+RIALTO/825.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
55,vod_data/01.04.2019+SF+vs+DAL+RIALTO/840.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
56,vod_data/01.04.2019+SF+vs+DAL+RIALTO/855.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
57,vod_data/01.04.2019+SF+vs+DAL+RIALTO/870.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
58,vod_data/01.04.2019+SF+vs+DAL+RIALTO/885.jpg,"['zarya', 0.9190900325775146]","['zarya', 0.9190900325775146]"
59,vod_data/01.04.2019+SF+vs+DAL+RIALTO/900.jpg,"['zarya', 0.9196625351905823]","['zarya', 0.9196625351905823]"
60,vod_data/01.04.2019+SF+vs+DAL+RIALTO/915.jpg,"['zarya', 0.9218771457672119]","['zarya', 0.9218771457672119]"
61,vod_data/01.04.2019+SF+vs+DAL+RIALTO/930.jpg,"['zarya', 0.9212081432342529]","['zarya', 0.9212081432342529]"
62,vod_data/01.04.2019+SF+vs+DAL+RIALTO/945.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
63,vod_data/01.04.2019+SF+vs+DAL+RIALTO/960.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
64,vod_data/01.04.2019+SF+vs+DAL+RIALTO/975.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
65,vod_data/01.04.2019+SF+vs+DAL+RIALTO/990.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
66,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1005.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
67,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1020.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
68,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1035.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
69,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1050.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
70,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1065.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
71,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1080.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
72,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1095.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
73,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1110.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
74,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1125.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
75,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1140.jpg,"['zarya', 0.9208152890205383]","['zarya', 0.9208152890205383]"
76,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1155.jpg,"['zarya', 0.9198364615440369]","['zarya', 0.9198364615440369]"
77,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1170.jpg,"['zarya', 0.9190692901611328]","['zarya', 0.9190692901611328]"
78,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1185.jpg,"['zarya', 0.9190692901611328]","['zarya', 0.9190692901611328]"
79,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1200.jpg,"['zarya', 0.9190692901611328]","['zarya', 0.9190692901611328]"
80,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1215.jpg,"['zarya', 0.9190692901611328]","['zarya', 0.9190692901611328]"
81,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1230.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
82,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1245.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
83,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1260.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
84,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1275.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
85,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1290.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
86,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1305.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
87,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1320.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
88,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1335.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
89,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1350.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
90,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1365.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
91,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1380.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
92,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1395.jpg,"['zarya', 0.9191288948059082]","['zarya', 0.9191288948059082]"
93,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1410.jpg,"['zarya', 0.9195963740348816]","['zarya', 0.9195963740348816]"
94,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1425.jpg,"['zarya', 0.9195963740348816]","['zarya', 0.9195963740348816]"
95,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1440.jpg,"['zarya', 0.9195963740348816]","['zarya', 0.9195963740348816]"
96,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1455.jpg,"['zarya', 0.9195963740348816]","['zarya', 0.9195963740348816]"
97,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1470.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
98,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1485.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
99,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1500.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
100,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1515.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
101,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1530.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
102,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1545.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
103,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1560.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
104,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1575.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
105,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1590.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
106,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1605.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
107,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1620.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
108,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1635.jpg,"['zarya', 0.9195861220359802]","['zarya', 0.9195861220359802]"
109,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1650.jpg,"['zarya', 0.9173019528388977]","['zarya', 0.9173019528388977]"
110,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1665.jpg,"['zarya', 0.9197368621826172]","['zarya', 0.9197368621826172]"
111,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1680.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
112,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1695.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
113,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1710.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
114,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1725.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
115,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1740.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
116,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1755.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
117,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1770.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
118,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1785.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
119,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1800.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
120,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1815.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
121,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1830.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
122,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1845.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
123,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1860.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
124,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1875.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
125,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1890.jpg,"['zarya', 0.9193388819694519]","['zarya', 0.9193388819694519]"
126,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1905.jpg,"['zarya', 0.9210511445999146]","['zarya', 0.9210511445999146]"
127,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1920.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
128,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1935.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
129,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1950.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
130,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1965.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
131,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1980.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
132,vod_data/01.04.2019+SF+vs+DAL+RIALTO/1995.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
133,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2010.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
134,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2025.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
135,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2040.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
136,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2055.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
137,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2070.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
138,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2085.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
139,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2100.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
140,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2115.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
141,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2130.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
142,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2145.jpg,"['zarya', 0.9196134209632874]","['zarya', 0.9196134209632874]"
143,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2160.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
144,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2175.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
145,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2190.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
146,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2205.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
147,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2220.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
148,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2235.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
149,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2250.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
150,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2265.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
151,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2280.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
152,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2295.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
153,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2310.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
154,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2325.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
155,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2340.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
156,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2355.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
157,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2370.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
158,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2385.jpg,"['zarya', 0.919309675693512]","['zarya', 0.919309675693512]"
159,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2400.jpg,"['zarya', 0.9201250672340393]","['zarya', 0.9201250672340393]"
160,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2415.jpg,"['zarya', 0.92194002866745]","['zarya', 0.92194002866745]"
161,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2430.jpg,"['zarya', 0.9217756390571594]","['zarya', 0.9217756390571594]"
162,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2445.jpg,"['zarya', 0.9208181500434875]","['zarya', 0.9208181500434875]"
163,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2460.jpg,"['zarya', 0.9206559062004089]","['zarya', 0.9206559062004089]"
164,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2475.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
165,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2490.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
166,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2505.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
167,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2520.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
168,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2535.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
169,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2550.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
170,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2565.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
171,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2580.jpg,"['zarya', 0.9203720092773438]","['zarya', 0.9203720092773438]"
172,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2595.jpg,"['zarya', 0.9203817844390869]","['zarya', 0.9203817844390869]"
173,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2610.jpg,"['zarya', 0.9203817844390869]","['zarya', 0.9203817844390869]"
174,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2625.jpg,"['zarya', 0.9203817844390869]","['zarya', 0.9203817844390869]"
175,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2640.jpg,"['zarya', 0.9203817844390869]","['zarya', 0.9203817844390869]"
176,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2655.jpg,"['zarya', 0.9200451374053955]","['zarya', 0.9200451374053955]"
177,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2670.jpg,"['zarya', 0.9193421006202698]","['zarya', 0.9193421006202698]"
178,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2685.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
179,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2700.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
180,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2715.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
181,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2730.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
182,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2745.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
183,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2760.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
184,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2775.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
185,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2790.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
186,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2805.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
187,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2820.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
188,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2835.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
189,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2850.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
190,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2865.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
191,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2880.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
192,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2895.jpg,"['zarya', 0.9193451404571533]","['zarya', 0.9193451404571533]"
193,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2910.jpg,"['zarya', 0.9202750325202942]","['zarya', 0.9202750325202942]"
194,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2925.jpg,"['zarya', 0.9199641942977905]","['zarya', 0.9199641942977905]"
195,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2940.jpg,"['zarya', 0.9199641942977905]","['zarya', 0.9199641942977905]"
196,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2955.jpg,"['zarya', 0.9199641942977905]","['zarya', 0.9199641942977905]"
197,vod_data/01.04.2019+SF+vs+DAL+RIALTO/2970.jpg,"['zarya', 0.9199641942977905]","['zarya', 0.9199641942977905]"
