,Images,Kills,Deaths,Kills_Colors,Deaths_Colors
2702,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40545.jpg,"['hammond', 0.13210119307041168]","['hammond', 0.13210119307041168]",no kill,no kill
2703,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40560.jpg,"['hammond', 0.13210119307041168]","['hammond', 0.13210119307041168]",no kill,no kill
2704,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40575.jpg,"['hammond', 0.13210119307041168]","['hammond', 0.13210119307041168]",no kill,no kill
2705,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40590.jpg,"['hammond', 0.13349419832229614]","['hammond', 0.13349419832229614]",no kill,no kill
2706,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40605.jpg,"['hammond', 0.13349419832229614]","['hammond', 0.13349419832229614]",no kill,no kill
2707,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40620.jpg,"['hammond', 0.1341111809015274]","['hammond', 0.1341111809015274]",no kill,no kill
2708,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40635.jpg,"['hammond', 0.1341111809015274]","['hammond', 0.1341111809015274]",no kill,no kill
2709,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40650.jpg,"['hammond', 0.13124357163906097]","['hammond', 0.13124357163906097]",no kill,no kill
2710,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40665.jpg,"['hammond', 0.1314118653535843]","['hammond', 0.1314118653535843]",no kill,no kill
2711,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40680.jpg,"['hammond', 0.12995094060897827]","['hammond', 0.12995094060897827]",no kill,no kill
2712,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40695.jpg,"['hammond', 0.12995094060897827]","['hammond', 0.12995094060897827]",no kill,no kill
2713,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40710.jpg,"['hammond', 0.12995094060897827]","['hammond', 0.12995094060897827]",no kill,no kill
2714,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40725.jpg,"['zarya', 0.9957459568977356]","['brig', 0.9999091625213623]",blue,yellow
2715,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40740.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2716,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40755.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2717,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40770.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2718,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40785.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2719,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40800.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2720,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40815.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2721,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40830.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2722,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40845.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2723,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40860.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2724,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40875.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2725,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40890.jpg,"['zarya', 0.9960436820983887]","['brig', 0.9999657869338989]",blue,yellow
2726,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40905.jpg,"['zarya', 0.9959887862205505]","['brig', 0.999968409538269]",blue,yellow
2727,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40920.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2728,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40935.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2729,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40950.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2730,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40965.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2731,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40980.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2732,vod_data/01.04.2019+SF+vs+DAL+RIALTO/40995.jpg,"['zarya', 0.9961508512496948]","['brig', 0.9999682903289795]",blue,yellow
2733,vod_data/01.04.2019+SF+vs+DAL+RIALTO/41010.jpg,"['zarya', 0.9961850047111511]","['brig', 0.9999682903289795]",blue,yellow
2734,vod_data/01.04.2019+SF+vs+DAL+RIALTO/41025.jpg,"['zarya', 0.9962145686149597]","['brig', 0.9999682903289795]",blue,yellow
