,Image,Date,Map,Opponent,Roundtype,Duration,GameState,Paused,Kills,Deaths,Name 1,Hero 1,Accuracy 1,Ult_Charge 1,Ult_Accuracy 1,Name 2,Hero 2,Accuracy 2,Ult_Charge 2,Ult_Accuracy 2,Name 3,Hero 3,Accuracy 3,Ult_Charge 3,Ult_Accuracy 3,Name 4,Hero 4,Accuracy 4,Ult_Charge 4,Ult_Accuracy 4,Name 5,Hero 5,Accuracy 5,Ult_Charge 5,Ult_Accuracy 5,Name 6,Hero 6,Accuracy 6,Ult_Charge 6,Ult_Accuracy 6,Name 7,Hero 7,Accuracy 7,Ult_Charge 7,Ult_Accuracy 7,Name 8,Hero 8,Accuracy 8,Ult_Charge 8,Ult_Accuracy 8,Name 9,Hero 9,Accuracy 9,Ult_Charge 9,Ult_Accuracy 9,Name 10,Hero 10,Accuracy 10,Ult_Charge 10,Ult_Accuracy 10,Name 11,Hero 11,Accuracy 11,Ult_Charge 11,Ult_Accuracy 11,Name 12,Hero 12,Accuracy 12,Ult_Charge 12,Ult_Accuracy 12
10,vod_data/01.04.2019+SF+vs+DAL+BUSAN/5205.jpg,4/1/2019,BUSAN,DAL,MEKA,14.25,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,sombra,0.982756257,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,ana,0.999929905,uncharged,0.996649921,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99930203,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
11,vod_data/01.04.2019+SF+vs+DAL+BUSAN/5310.jpg,4/1/2019,BUSAN,DAL,MEKA,16,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,ana,0.999929905,uncharged,0.996649921,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99930203,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
12,vod_data/01.04.2019+SF+vs+DAL+BUSAN/5490.jpg,4/1/2019,BUSAN,DAL,MEKA,19,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,uncharged,0.996649921,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99930203,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
13,vod_data/01.04.2019+SF+vs+DAL+BUSAN/7005.jpg,4/1/2019,BUSAN,DAL,MEKA,44.25,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,uncharged,0.996649921,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,charged,0.999868155,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
14,vod_data/01.04.2019+SF+vs+DAL+BUSAN/7770.jpg,4/1/2019,BUSAN,DAL,MEKA,57,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,charged,0.920782149,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,charged,0.999868155,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
15,vod_data/01.04.2019+SF+vs+DAL+BUSAN/7845.jpg,4/1/2019,BUSAN,DAL,MEKA,58.25,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,charged,0.920782149,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
16,vod_data/01.04.2019+SF+vs+DAL+BUSAN/7905.jpg,4/1/2019,BUSAN,DAL,MEKA,59.25,ingame,live,"['MOTH', 'lucio']","['OGE', 'reinhardt']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,charged,0.920782149,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
17,vod_data/01.04.2019+SF+vs+DAL+BUSAN/8025.jpg,4/1/2019,BUSAN,DAL,MEKA,61.25,ingame,live,"['SUPER', 'reinhardt']","['UNKOE', 'zenyatta']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,charged,0.920782149,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
18,vod_data/01.04.2019+SF+vs+DAL+BUSAN/8130.jpg,4/1/2019,BUSAN,DAL,MEKA,63,ingame,live,"['', '']","['', '']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,uncharged,0.992138088,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
19,vod_data/01.04.2019+SF+vs+DAL+BUSAN/8145.jpg,4/1/2019,BUSAN,DAL,MEKA,63.25,ingame,live,"['RASCAL', 'brig']","['AKM', 'zarya']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,uncharged,0.992138088,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
20,vod_data/01.04.2019+SF+vs+DAL+BUSAN/8445.jpg,4/1/2019,BUSAN,DAL,MEKA,68.25,ingame,live,"['SUPER', 'reinhardt']","['PERALTA', 'dva']",SUPER,reinhardt,0.999990821,uncharged,0.99968183,CHOIHYOBIN,dva,0.999912143,uncharged,0.99940598,SINATRAA,zarya,0.960059941,uncharged,0.999196351,RASCAL,brig,0.990248501,uncharged,0.998414516,MOTH,lucio,0.991535425,uncharged,0.997014999,NIGHTHAWK,zenyatta,0.992120028,uncharged,0.992138088,OGE,reinhardt,1,uncharged,0.999813855,PERALTA,dva,0.955500543,uncharged,0.999661446,AKM,zarya,1,uncharged,0.999492049,ZACHAREEE,baptiste,0.999999523,uncharged,0.99976486,UNKOE,zenyatta,0.999999881,uncharged,0.999330282,GOO6,lucio,0.999998689,uncharged,0.998681366
